Longitude;Latitude;Lote;Conjunto de datos;Producto;Id obj.;Distancia(m);Curso(deg);Duración(s);Elevación(m);Tiempo;Cuenta de área;Anch. de fja.(m);Desviación Y(m);Flj cultivos(M)(tonne/h);Humedad(%);Masa de rend.(húmedo)(tonne/ha);(húmedo)Vol. Rend. (húmedo)(L/ha);(seco)Masa de rend.(tonne/ha);Vol. de rend.(seco)(L/ha);Humedad(%);Temp. aire(°C);Velocidad del viento(km/h);Temp. suelo(°C);Num. de paso;Velocidad(km/h);Prod.(ha/h);Flj cultivos(V)(m³/s);Fecha
-56,56228057;-33,76440668;Sauce Chico;Harvest;1;101;1,561;325,91;1,000;152,87;21/11/2023;Activado;10,67;0,00;37,72;6,820;6,291;9397,2;6,291;9397,2;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,016;21/11/2023
-56,56228982;-33,76439500;Sauce Chico;Harvest;1;102;1,551;326,03;1,000;152,85;21/11/2023;Activado;10,67;0,00;38,41;6,820;6,447;9630,9;6,447;9630,9;0,00;-17,78;0,00;-17,78;1;5,584;5,957;0,016;21/11/2023
-56,56229943;-33,76438340;Sauce Chico;Harvest;1;103;1,561;325,78;1,000;152,84;21/11/2023;Activado;10,67;0,00;31,76;6,830;5,298;7913,6;5,298;7913,6;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,013;21/11/2023
-56,56230885;-33,76437183;Sauce Chico;Harvest;1;104;1,551;325,70;1,000;152,83;21/11/2023;Activado;10,67;0,00;36,17;6,830;6,073;9071,6;6,073;9071,6;0,00;-17,78;0,00;-17,78;1;5,584;5,957;0,015;21/11/2023
-56,56231821;-33,76436015;Sauce Chico;Harvest;1;105;1,561;325,92;1,000;152,83;21/11/2023;Activado;10,67;0,00;32,31;6,830;5,390;8051,3;5,390;8051,3;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,013;21/11/2023
-56,56232754;-33,76434842;Sauce Chico;Harvest;1;106;1,561;325,99;1,000;152,81;21/11/2023;Activado;10,67;0,00;34,68;6,830;5,785;8641,6;5,785;8641,6;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,014;21/11/2023
-56,56233704;-33,76433680;Sauce Chico;Harvest;1;107;1,561;325,81;1,000;152,78;21/11/2023;Activado;10,67;0,00;36,62;6,830;6,108;9124,9;6,108;9124,9;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,015;21/11/2023
-56,56234648;-33,76432524;Sauce Chico;Harvest;1;108;1,551;325,74;1,000;152,74;21/11/2023;Activado;10,67;0,00;40,22;6,830;6,752;10086;6,752;10086;0,00;-17,78;0,00;-17,78;1;5,584;5,957;0,017;21/11/2023
-56,56235585;-33,76431337;Sauce Chico;Harvest;1;109;1,581;325,88;1,000;152,71;21/11/2023;Activado;10,67;0,00;35,61;6,840;5,864;8760,2;5,864;8760,2;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,015;21/11/2023
-56,56236540;-33,76430158;Sauce Chico;Harvest;1;110;1,581;325,88;1,000;152,68;21/11/2023;Activado;10,67;0,00;39,93;6,840;6,576;9822,6;6,576;9822,6;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56237498;-33,76428972;Sauce Chico;Harvest;1;111;1,591;325,74;1,000;152,62;21/11/2023;Activado;10,67;0,00;33,77;6,850;5,527;8255,7;5,527;8255,7;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,014;21/11/2023
-56,56238463;-33,76427792;Sauce Chico;Harvest;1;112;1,581;325,71;1,000;152,59;21/11/2023;Activado;10,67;0,00;37,23;6,850;6,131;9157,9;6,131;9157,9;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,015;21/11/2023
-56,56239408;-33,76426591;Sauce Chico;Harvest;1;113;1,591;326,03;1,000;152,59;21/11/2023;Activado;10,67;0,00;33,91;6,860;5,550;8290,6;5,550;8290,6;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,014;21/11/2023
-56,56240388;-33,76425424;Sauce Chico;Harvest;1;114;1,581;325,85;1,000;152,55;21/11/2023;Activado;10,67;0,00;31,90;6,860;5,253;7847,0;5,253;7847,0;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,013;21/11/2023
-56,56241351;-33,76424260;Sauce Chico;Harvest;1;115;1,571;325,83;1,000;152,52;21/11/2023;Activado;10,67;0,00;30,96;6,860;5,131;7665,1;5,131;7665,1;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,013;21/11/2023
-56,56242300;-33,76423085;Sauce Chico;Harvest;1;116;1,571;325,99;1,000;152,50;21/11/2023;Activado;10,67;0,00;32,90;6,860;5,453;8146,4;5,453;8146,4;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,014;21/11/2023
-56,56243231;-33,76421893;Sauce Chico;Harvest;1;117;1,581;326,28;1,000;152,49;21/11/2023;Activado;10,67;0,00;37,08;6,860;6,107;9122,2;6,107;9122,2;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,015;21/11/2023
-56,56244204;-33,76420721;Sauce Chico;Harvest;1;118;1,581;326,03;1,000;152,47;21/11/2023;Activado;10,67;0,00;38,09;6,860;6,273;9370,1;6,273;9370,1;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,016;21/11/2023
-56,56245135;-33,76419530;Sauce Chico;Harvest;1;119;1,581;326,29;1,000;152,46;21/11/2023;Activado;10,67;0,00;41,62;6,860;6,854;10238;6,854;10238;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56246100;-33,76418341;Sauce Chico;Harvest;1;120;1,591;326,19;1,000;152,43;21/11/2023;Activado;10,67;0,00;39,78;6,860;6,510;9724,9;6,510;9724,9;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,017;21/11/2023
-56,56247062;-33,76417157;Sauce Chico;Harvest;1;121;1,591;325,99;1,000;152,39;21/11/2023;Activado;10,67;0,00;38,81;6,870;6,351;9487,2;6,351;9487,2;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,016;21/11/2023
-56,56248027;-33,76415970;Sauce Chico;Harvest;1;122;1,591;325,96;1,000;152,37;21/11/2023;Activado;10,67;0,00;34,56;6,860;5,656;8448,7;5,656;8448,7;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,014;21/11/2023
-56,56248974;-33,76414782;Sauce Chico;Harvest;1;123;1,581;326,07;1,000;152,34;21/11/2023;Activado;10,67;0,00;40,64;6,860;6,694;9998,9;6,694;9998,9;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56249916;-33,76413596;Sauce Chico;Harvest;1;124;1,581;326,27;1,000;152,31;21/11/2023;Activado;10,67;0,00;32,90;6,870;5,419;8094,8;5,419;8094,8;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,014;21/11/2023
-56,56250874;-33,76412414;Sauce Chico;Harvest;1;125;1,581;326,11;1,000;152,29;21/11/2023;Activado;10,67;0,00;35,75;6,870;5,887;8794,4;5,887;8794,4;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,015;21/11/2023
-56,56251832;-33,76411236;Sauce Chico;Harvest;1;126;1,581;326,03;1,000;152,27;21/11/2023;Activado;10,67;0,00;31,18;6,860;5,134;7669,7;5,134;7669,7;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,013;21/11/2023
-56,56252779;-33,76410052;Sauce Chico;Harvest;1;127;1,581;326,09;1,000;152,25;21/11/2023;Activado;10,67;0,00;33,30;6,860;5,484;8192,2;5,484;8192,2;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,014;21/11/2023
-56,56253729;-33,76408879;Sauce Chico;Harvest;1;128;1,571;326,03;1,000;152,24;21/11/2023;Activado;10,67;0,00;31,57;6,860;5,233;7816,5;5,233;7816,5;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,013;21/11/2023
-56,56254707;-33,76407720;Sauce Chico;Harvest;1;129;1,571;325,63;1,000;152,22;21/11/2023;Activado;10,67;0,00;36,47;6,870;6,044;9028,7;6,044;9028,7;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,015;21/11/2023
-56,56255649;-33,76406544;Sauce Chico;Harvest;1;130;1,571;325,86;1,000;152,22;21/11/2023;Activado;10,67;0,00;35,60;6,870;5,901;8814,8;5,901;8814,8;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,015;21/11/2023
-56,56256591;-33,76405360;Sauce Chico;Harvest;1;131;1,581;326,04;1,000;152,20;21/11/2023;Activado;10,67;0,00;42,05;6,870;6,925;10344;6,925;10344;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56257557;-33,76404193;Sauce Chico;Harvest;1;132;1,571;325,84;1,000;152,18;21/11/2023;Activado;10,67;0,00;40,21;6,860;6,665;9955,6;6,665;9955,6;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56258510;-33,76403010;Sauce Chico;Harvest;1;133;1,581;325,79;1,000;152,17;21/11/2023;Activado;10,67;0,00;41,11;6,850;6,771;10114;6,771;10114;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56259461;-33,76401820;Sauce Chico;Harvest;1;134;1,591;325,85;1,000;152,12;21/11/2023;Activado;10,67;0,00;39,60;6,860;6,481;9680,8;6,481;9680,8;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,016;21/11/2023
-56,56260429;-33,76400626;Sauce Chico;Harvest;1;135;1,601;325,80;1,000;152,08;21/11/2023;Activado;10,67;0,00;42,12;6,860;6,850;10233;6,850;10233;0,00;-17,78;0,00;-17,78;1;5,764;6,149;0,017;21/11/2023
-56,56261403;-33,76399430;Sauce Chico;Harvest;1;136;1,601;325,82;1,000;152,05;21/11/2023;Activado;10,67;0,00;41,87;6,860;6,809;10171;6,809;10171;0,00;-17,78;0,00;-17,78;1;5,764;6,149;0,017;21/11/2023
-56,56262338;-33,76398222;Sauce Chico;Harvest;1;137;1,591;326,31;1,000;152,03;21/11/2023;Activado;10,67;0,00;44,57;6,850;7,294;10895;7,294;10895;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,018;21/11/2023
-56,56263296;-33,76397019;Sauce Chico;Harvest;1;138;1,601;326,37;1,000;151,99;21/11/2023;Activado;10,67;0,00;38,88;6,850;6,323;9445,5;6,323;9445,5;0,00;-17,78;0,00;-17,78;1;5,764;6,149;0,016;21/11/2023
-56,56264260;-33,76395851;Sauce Chico;Harvest;1;139;1,571;326,02;1,000;151,99;21/11/2023;Activado;10,67;0,00;41,87;6,840;6,939;10366;6,939;10366;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56265239;-33,76394688;Sauce Chico;Harvest;1;140;1,581;325,69;1,000;151,98;21/11/2023;Activado;10,67;0,00;42,66;6,840;7,026;10495;7,026;10495;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,018;21/11/2023
-56,56266200;-33,76393514;Sauce Chico;Harvest;1;141;1,581;325,67;1,000;151,96;21/11/2023;Activado;10,67;0,00;40,32;6,830;6,640;9919,2;6,640;9919,2;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56267140;-33,76392329;Sauce Chico;Harvest;1;142;1,581;326,01;1,000;151,94;21/11/2023;Activado;10,67;0,00;43,06;6,840;7,091;10592;7,091;10592;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,018;21/11/2023
-56,56268074;-33,76391164;Sauce Chico;Harvest;1;143;1,551;325,99;1,000;151,92;21/11/2023;Activado;10,67;0,00;41,08;6,830;6,896;10301;6,896;10301;0,00;-17,78;0,00;-17,78;1;5,584;5,957;0,017;21/11/2023
-56,56269033;-33,76389990;Sauce Chico;Harvest;1;144;1,581;325,91;1,000;151,90;21/11/2023;Activado;10,67;0,00;41,62;6,830;6,854;10238;6,854;10238;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56269966;-33,76388823;Sauce Chico;Harvest;1;145;1,561;325,90;1,000;151,88;21/11/2023;Activado;10,67;0,00;38,20;6,830;6,371;9517,1;6,371;9517,1;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,016;21/11/2023
-56,56270907;-33,76387644;Sauce Chico;Harvest;1;146;1,571;326,06;1,000;151,86;21/11/2023;Activado;10,67;0,00;38,12;6,830;6,318;9438,7;6,318;9438,7;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,016;21/11/2023
-56,56271846;-33,76386478;Sauce Chico;Harvest;1;147;1,561;326,04;1,000;151,84;21/11/2023;Activado;10,67;0,00;37,87;6,820;6,317;9436,3;6,317;9436,3;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,016;21/11/2023
-56,56272797;-33,76385296;Sauce Chico;Harvest;1;148;1,581;326,04;1,000;151,82;21/11/2023;Activado;10,67;0,00;39,92;6,810;6,575;9821,8;6,575;9821,8;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56273744;-33,76384126;Sauce Chico;Harvest;1;149;1,571;325,96;1,000;151,81;21/11/2023;Activado;10,67;0,00;37,80;6,800;6,265;9358,4;6,265;9358,4;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,016;21/11/2023
-56,56274705;-33,76382966;Sauce Chico;Harvest;1;150;1,561;325,78;1,000;151,79;21/11/2023;Activado;10,67;0,00;46,01;6,800;7,674;11464;7,674;11464;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,019;21/11/2023
-56,56275660;-33,76381798;Sauce Chico;Harvest;1;151;1,571;325,71;1,000;151,78;21/11/2023;Activado;10,67;0,00;42,44;6,810;7,034;10508;7,034;10508;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,018;21/11/2023
-56,56276593;-33,76380615;Sauce Chico;Harvest;1;152;1,571;325,99;1,000;151,78;21/11/2023;Activado;10,67;0,00;44,89;6,810;7,440;11114;7,440;11114;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,019;21/11/2023
-56,56277539;-33,76379447;Sauce Chico;Harvest;1;153;1,561;325,97;1,000;151,74;21/11/2023;Activado;10,67;0,00;37,66;6,810;6,281;9382,5;6,281;9382,5;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,016;21/11/2023
-56,56278479;-33,76378266;Sauce Chico;Harvest;1;154;1,571;326,12;1,000;151,74;21/11/2023;Activado;10,67;0,00;44,57;6,800;7,386;11034;7,386;11034;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,018;21/11/2023
-56,56279446;-33,76377103;Sauce Chico;Harvest;1;155;1,571;325,91;1,000;151,72;21/11/2023;Activado;10,67;0,00;43,67;6,800;7,237;10811;7,237;10811;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,018;21/11/2023
-56,56280381;-33,76375922;Sauce Chico;Harvest;1;156;1,571;326,02;1,000;151,70;21/11/2023;Activado;10,67;0,00;43,85;6,800;7,267;10856;7,267;10856;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,018;21/11/2023
-56,56281327;-33,76374748;Sauce Chico;Harvest;1;157;1,571;326,03;1,000;151,72;21/11/2023;Activado;10,67;0,00;41,65;6,800;6,903;10312;6,903;10312;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56282291;-33,76373582;Sauce Chico;Harvest;1;158;1,571;325,78;1,000;151,70;21/11/2023;Activado;10,67;0,00;42,59;6,800;7,058;10544;7,058;10544;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,018;21/11/2023
-56,56283240;-33,76372419;Sauce Chico;Harvest;1;159;1,561;325,81;1,000;151,70;21/11/2023;Activado;10,67;0,00;38,56;6,800;6,431;9606,8;6,431;9606,8;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,016;21/11/2023
-56,56284170;-33,76371237;Sauce Chico;Harvest;1;160;1,571;326,13;1,000;151,69;21/11/2023;Activado;10,67;0,00;41,18;6,800;6,826;10196;6,826;10196;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56285110;-33,76370075;Sauce Chico;Harvest;1;161;1,551;326,22;1,000;151,69;21/11/2023;Activado;10,67;0,00;36,94;6,800;6,201;9262,4;6,201;9262,4;0,00;-17,78;0,00;-17,78;1;5,584;5,957;0,015;21/11/2023
-56,56286053;-33,76368906;Sauce Chico;Harvest;1;162;1,561;326,17;1,000;151,67;21/11/2023;Activado;10,67;0,00;40,64;6,790;6,779;10127;6,779;10127;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,017;21/11/2023
-56,56287020;-33,76367740;Sauce Chico;Harvest;1;163;1,571;325,86;1,000;151,64;21/11/2023;Activado;10,67;0,00;39,35;6,790;6,521;9741,7;6,521;9741,7;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,016;21/11/2023
-56,56287976;-33,76366574;Sauce Chico;Harvest;1;164;1,571;325,81;1,000;151,62;21/11/2023;Activado;10,67;0,00;38,81;6,790;6,432;9608,0;6,432;9608,0;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,016;21/11/2023
-56,56288943;-33,76365402;Sauce Chico;Harvest;1;165;1,581;325,66;1,000;151,59;21/11/2023;Activado;10,67;0,00;40,61;6,790;6,688;9990,1;6,688;9990,1;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56289876;-33,76364212;Sauce Chico;Harvest;1;166;1,581;325,95;1,000;151,57;21/11/2023;Activado;10,67;0,00;44,46;6,780;7,322;10938;7,322;10938;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,018;21/11/2023
-56,56290797;-33,76363030;Sauce Chico;Harvest;1;167;1,561;326,11;1,000;151,56;21/11/2023;Activado;10,67;0,00;40,79;6,790;6,803;10163;6,803;10163;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,017;21/11/2023
-56,56291727;-33,76361854;Sauce Chico;Harvest;1;168;1,561;326,04;1,000;151,56;21/11/2023;Activado;10,67;0,00;38,27;6,780;6,383;9535,0;6,383;9535,0;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,016;21/11/2023
-56,56292682;-33,76360695;Sauce Chico;Harvest;1;169;1,561;325,74;1,000;151,54;21/11/2023;Activado;10,67;0,00;35,68;6,780;5,951;8889,2;5,951;8889,2;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,015;21/11/2023
-56,56293629;-33,76359528;Sauce Chico;Harvest;1;170;1,561;325,82;1,000;151,53;21/11/2023;Activado;10,67;0,00;32,15;6,790;5,362;8010,1;5,362;8010,1;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,013;21/11/2023
-56,56294590;-33,76358355;Sauce Chico;Harvest;1;171;1,581;325,85;1,000;151,52;21/11/2023;Activado;10,67;0,00;33,48;6,790;5,514;8236,5;5,514;8236,5;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,014;21/11/2023
-56,56295544;-33,76357185;Sauce Chico;Harvest;1;172;1,571;325,83;1,000;151,50;21/11/2023;Activado;10,67;0,00;27,04;6,800;4,481;6693,5;4,481;6693,5;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,011;21/11/2023
-56,56296502;-33,76356023;Sauce Chico;Harvest;1;173;1,561;325,76;1,000;151,49;21/11/2023;Activado;10,67;0,00;27,40;6,810;4,570;6826,1;4,570;6826,1;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,011;21/11/2023
-56,56297443;-33,76354858;Sauce Chico;Harvest;1;174;1,561;325,96;1,000;151,47;21/11/2023;Activado;10,67;0,00;10,19;6,820;1,699;2538,5;1,699;2538,5;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,0042;21/11/2023
-56,56298378;-33,76353684;Sauce Chico;Harvest;1;175;1,561;326,07;1,000;151,46;21/11/2023;Activado;10,67;0,00;10,19;6,810;1,699;2538,5;1,699;2538,5;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,0042;21/11/2023
-56,56299339;-33,76352512;Sauce Chico;Harvest;1;176;1,571;325,87;1,000;151,45;21/11/2023;Activado;10,67;0,00;10,19;6,800;1,689;2522,3;1,689;2522,3;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,0042;21/11/2023
-56,56300290;-33,76351337;Sauce Chico;Harvest;1;177;1,571;325,98;1,000;151,44;21/11/2023;Activado;10,67;0,00;25,78;6,800;4,272;6381,6;4,272;6381,6;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,011;21/11/2023
-56,56301213;-33,76350147;Sauce Chico;Harvest;1;178;1,571;326,31;1,000;151,43;21/11/2023;Activado;10,67;0,00;27,50;6,800;4,558;6809,4;4,558;6809,4;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,011;21/11/2023
-56,56302156;-33,76348969;Sauce Chico;Harvest;1;179;1,571;326,34;1,000;151,40;21/11/2023;Activado;10,67;0,00;33,08;6,800;5,483;8190,9;5,483;8190,9;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,014;21/11/2023
-56,56303132;-33,76347795;Sauce Chico;Harvest;1;180;1,581;325,91;1,000;151,38;21/11/2023;Activado;10,67;0,00;29,38;6,800;4,838;7226,8;4,838;7226,8;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,012;21/11/2023
-56,56304115;-33,76346631;Sauce Chico;Harvest;1;181;1,581;325,41;1,000;151,37;21/11/2023;Activado;10,67;0,00;34,27;6,800;5,644;8431,3;5,644;8431,3;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,014;21/11/2023
-56,56305052;-33,76345444;Sauce Chico;Harvest;1;182;1,581;325,81;1,000;151,36;21/11/2023;Activado;10,67;0,00;34,24;6,800;5,638;8422,5;5,638;8422,5;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,014;21/11/2023
-56,56305991;-33,76344253;Sauce Chico;Harvest;1;183;1,581;326,11;1,000;151,34;21/11/2023;Activado;10,67;0,00;40,07;6,810;6,599;9857,2;6,599;9857,2;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56306936;-33,76343072;Sauce Chico;Harvest;1;184;1,581;326,18;1,000;151,32;21/11/2023;Activado;10,67;0,00;35,60;6,820;5,864;8759,0;5,864;8759,0;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,015;21/11/2023
-56,56307899;-33,76341892;Sauce Chico;Harvest;1;185;1,581;326,09;1,000;151,30;21/11/2023;Activado;10,67;0,00;40,21;6,820;6,622;9892,6;6,622;9892,6;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56308834;-33,76340703;Sauce Chico;Harvest;1;186;1,581;326,25;1,000;151,29;21/11/2023;Activado;10,67;0,00;34,09;6,830;5,615;8387,0;5,615;8387,0;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,014;21/11/2023
-56,56309803;-33,76339532;Sauce Chico;Harvest;1;187;1,581;325,96;1,000;151,27;21/11/2023;Activado;10,67;0,00;40,64;6,830;6,694;9998,9;6,694;9998,9;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56310760;-33,76338354;Sauce Chico;Harvest;1;188;1,581;325,96;1,000;151,25;21/11/2023;Activado;10,67;0,00;36,22;6,830;5,964;8909,6;5,964;8909,6;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,015;21/11/2023
-56,56311716;-33,76337186;Sauce Chico;Harvest;1;189;1,571;325,90;1,000;151,23;21/11/2023;Activado;10,67;0,00;40,79;6,830;6,760;10098;6,760;10098;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56312655;-33,76336015;Sauce Chico;Harvest;1;190;1,561;325,99;1,000;151,21;21/11/2023;Activado;10,67;0,00;38,27;6,840;6,383;9535,0;6,383;9535,0;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,016;21/11/2023
-56,56313621;-33,76334843;Sauce Chico;Harvest;1;191;1,581;325,84;1,000;151,20;21/11/2023;Activado;10,67;0,00;40,93;6,840;6,741;10070;6,741;10070;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56314544;-33,76333662;Sauce Chico;Harvest;1;192;1,561;326,09;1,000;151,19;21/11/2023;Activado;10,67;0,00;42,19;6,840;7,038;10513;7,038;10513;0,00;-17,78;0,00;-17,78;1;5,620;5,995;0,018;21/11/2023
-56,56315497;-33,76332485;Sauce Chico;Harvest;1;193;1,581;326,08;1,000;151,18;21/11/2023;Activado;10,67;0,00;40,79;6,840;6,717;10034;6,717;10034;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,017;21/11/2023
-56,56316448;-33,76331315;Sauce Chico;Harvest;1;194;1,571;325,98;1,000;151,18;21/11/2023;Activado;10,67;0,00;39,92;6,850;6,617;9884,3;6,617;9884,3;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56317394;-33,76330139;Sauce Chico;Harvest;1;195;1,571;325,94;1,000;151,17;21/11/2023;Activado;10,67;0,00;37,48;6,850;6,211;9278,2;6,211;9278,2;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,016;21/11/2023
-56,56318347;-33,76328963;Sauce Chico;Harvest;1;196;1,571;326,00;1,000;151,15;21/11/2023;Activado;10,67;0,00;42,12;6,850;6,981;10428;6,981;10428;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56319295;-33,76327789;Sauce Chico;Harvest;1;197;1,571;325,99;1,000;151,12;21/11/2023;Activado;10,67;0,00;41,94;6,850;6,951;10383;6,951;10383;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,017;21/11/2023
-56,56320254;-33,76326622;Sauce Chico;Harvest;1;198;1,571;325,88;1,000;151,10;21/11/2023;Activado;10,67;0,00;43,92;6,860;7,279;10874;7,279;10874;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,018;21/11/2023
-56,56321203;-33,76325431;Sauce Chico;Harvest;1;199;1,591;326,10;1,000;151,06;21/11/2023;Activado;10,67;0,00;37,66;6,860;6,162;9205,6;6,162;9205,6;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,016;21/11/2023
-56,56322155;-33,76324255;Sauce Chico;Harvest;1;200;1,571;326,07;1,000;151,04;21/11/2023;Activado;10,67;0,00;39,06;6,860;6,474;9670,4;6,474;9670,4;0,00;-17,78;0,00;-17,78;1;5,656;6,034;0,016;21/11/2023
-56,56323111;-33,76323078;Sauce Chico;Harvest;1;201;1,581;325,91;1,000;151,01;21/11/2023;Activado;10,67;0,00;31,61;6,860;5,205;7775,9;5,205;7775,9;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,013;21/11/2023
-56,56324078;-33,76321893;Sauce Chico;Harvest;1;202;1,591;325,85;1,000;150,98;21/11/2023;Activado;10,67;0,00;33,01;6,860;5,402;8070,3;5,402;8070,3;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,014;21/11/2023
-56,56325032;-33,76320709;Sauce Chico;Harvest;1;203;1,581;325,85;1,000;150,96;21/11/2023;Activado;10,67;0,00;28,73;6,860;4,731;7067,4;4,731;7067,4;0,00;-17,78;0,00;-17,78;1;5,692;6,072;0,012;21/11/2023
-56,56325991;-33,76319509;Sauce Chico;Harvest;1;204;1,601;326,08;1,000;150,93;21/11/2023;Activado;10,67;0,00;30,82;6,870;5,012;7486,4;5,012;7486,4;0,00;-17,78;0,00;-17,78;1;5,764;6,149;0,013;21/11/2023
-56,56326950;-33,76318320;Sauce Chico;Harvest;1;205;1,591;326,06;1,000;150,91;21/11/2023;Activado;10,67;0,00;26,39;6,870;4,318;6451,0;4,318;6451,0;0,00;-17,78;0,00;-17,78;1;5,728;6,111;0,011;21/11/2023
